id	target	name	accession	tlen	query	name	accession	qlen				
Fer4_13	PF13370.4	58	S_5sp_contig42277	-	235	0.00019	21.7	0.2				
PIP5K	PF01504.16	274	S_5sp_contig42278	-	235	3.60E-17	62.4	0				
PIP5K	PF01504.16	274	S_5sp_contig42278	-	235	3.60E-17	62.4	0				
GDA1_CD39	PF01150.15	422	S_5sp_contig42284	-	235	1.50E-11	43.6	0				
RINT1_TIP1	PF04437.11	505	S_5sp_contig42287	-	235	8.30E-15	54.5	0.3				
Mit_KHE1	PF10173.7	186	S_5sp_contig42289	-	234	4.20E-06	26.8	0.6				
TRAM_LAG1_CLN8	PF03798.14	198	S_5sp_contig42295	-	234	3.20E-14	53	10.9				
Glyco_hydro_17	PF00332.16	309	S_5sp_contig42296_RC	-	234	0.00053	19.4	0				
Glyco_hydro_17	PF00332.16	309	S_5sp_contig42296_RC	-	233	1.50E-19	70.4	0				
X8	PF07983.11	76	S_5sp_contig42296_RC	-	233	1.50E-07	31.8	2.5				
HAD_2	PF13419.4	178	S_5sp_contig42298	-	235	2.20E-15	57.1	0				
Hydrolase	PF00702.24	210	S_5sp_contig42298	-	235	7.30E-11	42.6	0				
Hydrolase_like	PF13242.4	75	S_5sp_contig42298	-	235	3.30E-06	26.9	0.1				
Hydrolase_like	PF13242.4	75	S_5sp_contig42298	-	235	3.30E-06	26.9	0.1				
ATP-grasp	PF02222.20	171	S_5sp_contig42299	-	232	7.70E-20	71	0				
AIRC	PF00731.18	148	S_5sp_contig42299	-	232	1.70E-24	86	0				
NAD_binding_10	PF13460.4	184	S_5sp_contig42300	-	234	1.10E-19	71	0				
Proteasome	PF00227.24	190	S_5sp_contig42301	-	233	1.30E-24	86.7	0				
SNARE	PF05739.17	53	S_5sp_contig42303	-	234	2.50E-05	24	0				
Myb_DNA-binding	PF00249.29	47	S_5sp_contig42304	-	234	1.50E-08	34.5	0.4				
Myb_DNA-binding	PF00249.29	47	S_5sp_contig42304	-	234	1.50E-08	34.5	0.4				
Myb_DNA-bind_6	PF13921.4	60	S_5sp_contig42304	-	234	4.70E-05	23.4	0				
Ras	PF00071.20	162	S_5sp_contig42305	-	233	9.10E-37	126	0				
Roc	PF08477.11	120	S_5sp_contig42305	-	233	1.30E-15	57.5	0				
Arf	PF00025.19	175	S_5sp_contig42305	-	233	3.80E-05	23.1	0				
zf-TRAF	PF02176.16	60	S_5sp_contig42308_RC	-	231	3.00E-08	34.1	13				
zf-TRAF	PF02176.16	60	S_5sp_contig42308_RC	-	231	3.00E-08	34.1	13				
CHORD	PF04968.10	63	S_5sp_contig42311	-	233	7.70E-19	68	3.2				
Methyltransf_3	PF01596.15	212	S_5sp_contig42314	-	233	1.30E-16	60.3	0.3				
STAS	PF01740.19	117	S_5sp_contig42316	-	233	4.50E-17	61.6	0				
STAS_2	PF13466.4	80	S_5sp_contig42316	-	233	9.40E-05	22.5	0				
STAS	PF01740.19	117	S_5sp_contig42316	-	232	8.20E-07	28.5	0				
Cellulase	PF00150.16	281	S_5sp_contig42319_RC	-	233	1.20E-11	44.5	0				
Ribosomal_L18p	PF00861.20	116	S_5sp_contig42321	-	234	5.90E-22	78.1	0				
Ribosomal_L18p	PF00861.20	116	S_5sp_contig42321	-	233	1.40E-18	67.3	0.3				
BTB	PF00651.29	111	S_5sp_contig42325	-	234	1.20E-11	44.6	0.7				
BACK	PF07707.13	103	S_5sp_contig42325	-	234	0.00078	19.4	0.4				
BACK	PF07707.13	103	S_5sp_contig42325	-	234	0.00078	19.4	0.4				
Tic22	PF04278.10	246	S_5sp_contig42328	-	234	2.70E-48	164.4	0.1				
OTCace	PF00185.22	157	S_5sp_contig42331	-	233	3.70E-24	85.5	0				
AAA_12	PF13087.4	200	S_5sp_contig42336	-	233	1.90E-25	89.6	1.1				
AAA_12	PF13087.4	200	S_5sp_contig42336	-	233	1.90E-25	89.6	1.1				
TAFII28	PF04719.12	86	S_5sp_contig42338	-	232	3.30E-33	113.6	0.1				
RabGAP-TBC	PF00566.16	215	S_5sp_contig42341	-	232	4.40E-37	127.7	0.1				
Ribosomal_L14	PF00238.17	122	S_5sp_contig42343	-	233	2.30E-50	169.6	2.8				
Ribosomal_L14	PF00238.17	122	S_5sp_contig42343	-	233	2.30E-50	169.6	2.8				
COQ9	PF08511.9	77	S_5sp_contig42344	-	232	0.00073	19.1	0				
p450	PF00067.20	463	S_5sp_contig42347_RC	-	234	9.80E-31	106.8	0				
p450	PF00067.20	463	S_5sp_contig42347_RC	-	234	1.20E-19	70.3	0				
Glyco_transf_8	PF01501.18	256	S_5sp_contig42351_RC	-	233	3.30E-36	125	2.1				
PPR_2	PF13041.4	50	S_5sp_contig42356	-	231	2.90E-39	132.9	9.1				
PPR_2	PF13041.4	50	S_5sp_contig42356	-	231	2.90E-39	132.9	9.1				
PPR_2	PF13041.4	50	S_5sp_contig42356	-	231	2.90E-39	132.9	9.1				
PPR_2	PF13041.4	50	S_5sp_contig42356	-	231	2.90E-39	132.9	9.1				
PPR_1	PF12854.5	34	S_5sp_contig42356	-	231	1.10E-26	92.1	1.2				
PPR_1	PF12854.5	34	S_5sp_contig42356	-	231	1.10E-26	92.1	1.2				
PPR_1	PF12854.5	34	S_5sp_contig42356	-	231	1.10E-26	92.1	1.2				
PPR_1	PF12854.5	34	S_5sp_contig42356	-	231	1.10E-26	92.1	1.2				
PPR_1	PF12854.5	34	S_5sp_contig42356	-	231	1.10E-26	92.1	1.2				
PPR_3	PF13812.4	63	S_5sp_contig42356	-	231	1.20E-24	86	0.7				
PPR_3	PF13812.4	63	S_5sp_contig42356	-	231	1.20E-24	86	0.7				
PPR_3	PF13812.4	63	S_5sp_contig42356	-	231	1.20E-24	86	0.7				
PPR	PF01535.18	31	S_5sp_contig42356	-	231	3.50E-21	73.8	8.6				
PPR	PF01535.18	31	S_5sp_contig42356	-	231	3.50E-21	73.8	8.6				
PPR	PF01535.18	31	S_5sp_contig42356	-	231	3.50E-21	73.8	8.6				
PPR	PF01535.18	31	S_5sp_contig42356	-	231	3.50E-21	73.8	8.6				
PPR	PF01535.18	31	S_5sp_contig42356	-	231	3.50E-21	73.8	8.6				
PPR_long	PF17177.2	212	S_5sp_contig42356	-	231	2.10E-06	27.1	0				
PPR_long	PF17177.2	212	S_5sp_contig42356	-	231	2.10E-06	27.1	0				
Transposase_21	PF02992.12	224	S_5sp_contig42362	-	231	1.70E-08	33.8	0.4				
Peptidase_C48	PF02902.17	216	S_5sp_contig42363	-	233	1.70E-21	76.9	1.3				
OPT	PF03169.13	618	S_5sp_contig42370_RC	-	233	2.60E-24	85.7	6.2				
Pkinase	PF00069.23	264	S_5sp_contig42373	-	226	4.90E-20	71.9	0				
Pkinase_Tyr	PF07714.15	260	S_5sp_contig42373	-	226	1.50E-16	60.3	0				
PIP49_C	PF12260.6	188	S_5sp_contig42373	-	226	0.00032	20.2	0				
Pkinase	PF00069.23	264	S_5sp_contig42373	-	225	1.10E-10	41.2	0				
Pkinase_Tyr	PF07714.15	260	S_5sp_contig42373	-	225	2.50E-06	26.8	0				
NUDIX	PF00293.26	131	S_5sp_contig42376_RC	-	232	0.00049	20	0				
Alpha-mann_mid	PF09261.9	80	S_5sp_contig42377_RC	-	232	1.20E-06	28.7	0.2				
Glyco_hydro_38C	PF07748.11	457	S_5sp_contig42377_RC	-	232	0.00019	20.5	0				
BRCT	PF00533.24	79	S_5sp_contig42381_RC	-	232	3.50E-06	27.2	0.1				
BRCT	PF00533.24	79	S_5sp_contig42381_RC	-	232	3.50E-06	27.2	0.1				
BRCT_2	PF16589.3	85	S_5sp_contig42381_RC	-	232	2.50E-05	24.5	0.1				
BRCT_2	PF16589.3	85	S_5sp_contig42381_RC	-	232	2.50E-05	24.5	0.1				
PTCB-BRCT	PF12738.5	63	S_5sp_contig42381_RC	-	232	0.00079	19.2	0				
PTCB-BRCT	PF12738.5	63	S_5sp_contig42381_RC	-	232	0.00079	19.2	0				
Peptidase_C97	PF05903.12	151	S_5sp_contig42382	-	233	4.90E-37	126.9	0				
SnoaL_3	PF13474.4	121	S_5sp_contig42392	-	229	9.60E-10	38.7	0				
GLTP	PF08718.9	149	S_5sp_contig42393	-	230	1.20E-18	67.7	0				
DAGK_acc	PF00609.17	160	S_5sp_contig42394	-	227	2.30E-13	50.6	0.9				
DAGK_acc	PF00609.17	160	S_5sp_contig42394	-	227	2.30E-13	50.6	0.9				
DAGK_cat	PF00781.22	126	S_5sp_contig42394	-	227	1.80E-08	33.9	0				
AFG1_ATPase	PF03969.14	362	S_5sp_contig42399	-	230	5.10E-12	45.2	1.2				
AFG1_ATPase	PF03969.14	362	S_5sp_contig42399	-	230	9.40E-15	54.2	0.3				
AFG1_ATPase	PF03969.14	362	S_5sp_contig42399	-	230	9.40E-15	54.2	0.3				
Pkinase	PF00069.23	264	S_5sp_contig42401	-	229	3.30E-15	56	0				
Pkinase_Tyr	PF07714.15	260	S_5sp_contig42401	-	229	1.70E-08	34	0				
W2	PF02020.16	78	S_5sp_contig42407_RC	-	231	7.30E-19	67.6	0.8				
Glyco_hydro_32C	PF08244.10	82	S_5sp_contig42409	-	231	1.70E-12	47.8	0				
DUF4598	PF15370.4	111	S_5sp_contig42413	-	231	1.70E-15	57.3	0.2				
Mito_carr	PF00153.25	97	S_5sp_contig42417	-	230	1.40E-17	63.2	0				
Mito_carr	PF00153.25	97	S_5sp_contig42417	-	230	1.40E-17	63.2	0				
Lipase_GDSL	PF00657.20	200	S_5sp_contig42419	-	233	9.50E-17	61.5	0				
Lipase_GDSL_2	PF13472.4	179	S_5sp_contig42419	-	233	6.40E-15	55.9	0				
Ribosomal_L17	PF01196.17	94	S_5sp_contig42422	-	230	1.60E-35	121.7	0.1				
Endonuclease_5	PF04493.12	195	S_5sp_contig42431	-	228	2.40E-56	190.4	0				
LRR_6	PF13516.4	24	S_5sp_contig42432	-	229	7.30E-13	47.3	8				
LRR_6	PF13516.4	24	S_5sp_contig42432	-	229	7.30E-13	47.3	8				
LRR_6	PF13516.4	24	S_5sp_contig42432	-	229	7.30E-13	47.3	8				
LRR_6	PF13516.4	24	S_5sp_contig42432	-	229	7.30E-13	47.3	8				
LRR_6	PF13516.4	24	S_5sp_contig42432	-	229	7.30E-13	47.3	8				
LRR_6	PF13516.4	24	S_5sp_contig42432	-	229	7.30E-13	47.3	8				
LRR_4	PF12799.5	43	S_5sp_contig42432	-	229	1.40E-05	25.2	0				
LRR_4	PF12799.5	43	S_5sp_contig42432	-	229	1.40E-05	25.2	0				
LRR_4	PF12799.5	43	S_5sp_contig42432	-	229	1.40E-05	25.2	0				
LRR_4	PF12799.5	43	S_5sp_contig42432	-	229	1.40E-05	25.2	0				
Pkinase	PF00069.23	264	S_5sp_contig42433	-	230	8.20E-43	146.5	0.1				
Pkinase_Tyr	PF07714.15	260	S_5sp_contig42433	-	230	1.90E-38	132.1	0				
Kinase-like	PF14531.4	288	S_5sp_contig42433	-	230	0.00064	19	0				
PIP49_C	PF12260.6	188	S_5sp_contig42433	-	230	0.00099	18.7	0				
Fer2	PF00111.25	78	S_5sp_contig42438_RC	-	231	1.40E-20	72.9	0.2				
IspD	PF01128.17	221	S_5sp_contig42439_RC	-	230	5.10E-44	150.5	0				
WD40	PF00400.30	38	S_5sp_contig42442	-	231	7.80E-21	73.9	7.9				
WD40	PF00400.30	38	S_5sp_contig42442	-	231	7.80E-21	73.9	7.9				
WD40	PF00400.30	38	S_5sp_contig42442	-	231	7.80E-21	73.9	7.9				
WD40	PF00400.30	38	S_5sp_contig42442	-	231	7.80E-21	73.9	7.9				
ANAPC4_WD40	PF12894.5	92	S_5sp_contig42442	-	231	2.50E-05	24.4	0				
ANAPC4_WD40	PF12894.5	92	S_5sp_contig42442	-	231	2.50E-05	24.4	0				
ANAPC4_WD40	PF12894.5	92	S_5sp_contig42442	-	231	2.50E-05	24.4	0				
WD40_like	PF17005.3	301	S_5sp_contig42442	-	231	0.00066	19	0.6				
WD40_like	PF17005.3	301	S_5sp_contig42442	-	231	0.00066	19	0.6				
HAUS5	PF14817.4	678	S_5sp_contig42444_RC	-	228	4.70E-21	75	4.3				
HAUS5	PF14817.4	678	S_5sp_contig42444_RC	-	227	3.30E-20	72.2	0.5				
HAUS5	PF14817.4	678	S_5sp_contig42444_RC	-	227	7.40E-22	77.6	0.1				
Pro_isomerase	PF00160.19	159	S_5sp_contig42445_RC	-	230	5.40E-06	26.6	0				
FAR1	PF03101.13	92	S_5sp_contig42446_RC	-	230	1.30E-07	32.1	0				
bZIP_1	PF00170.19	64	S_5sp_contig42447	-	230	2.60E-11	43.3	11.9				
bZIP_2	PF07716.13	54	S_5sp_contig42447	-	230	1.30E-08	34.7	13.8				
AUX_IAA	PF02309.14	240	S_5sp_contig42448	-	231	5.70E-44	150.7	0				
Pkinase_Tyr	PF07714.15	260	S_5sp_contig42451_RC	-	229	2.20E-33	115.5	0				
Pkinase	PF00069.23	264	S_5sp_contig42451_RC	-	229	3.40E-24	85.5	0				
Glyco_hydro_14	PF01373.15	402	S_5sp_contig42457_RC	-	231	6.40E-43	147.1	0				
S-AdoMet_synt_C	PF02773.14	138	S_5sp_contig42459	-	229	2.50E-48	163.4	0				
Anticodon_1	PF08264.11	152	S_5sp_contig42461_RC	-	228	1.80E-17	63.6	0.3				
Myb_DNA-bind_3	PF12776.5	96	S_5sp_contig42464	-	221	3.00E-16	59.9	0.8				
3Beta_HSD	PF01073.17	282	S_5sp_contig42465_RC	-	230	0.00015	20.7	0.3				
p450	PF00067.20	463	S_5sp_contig42466_RC	-	230	7.20E-51	173.2	0.2				
Thioredoxin	PF00085.18	104	S_5sp_contig42468	-	229	8.60E-15	54.4	0				
DUF4050	PF13259.4	186	S_5sp_contig42469	-	230	1.40E-11	44.9	0.2				
DUF4050	PF13259.4	186	S_5sp_contig42469	-	230	3.50E-10	40.4	0				
Pep_deformylase	PF01327.19	159	S_5sp_contig42471_RC	-	230	2.90E-16	59.4	0.1				
Ribosomal_S8	PF00410.17	127	S_5sp_contig42472	-	230	1.80E-13	50.4	0				
CBS	PF00571.26	57	S_5sp_contig42477	-	229	2.10E-30	104.8	4.7				
CBS	PF00571.26	57	S_5sp_contig42477	-	229	2.10E-30	104.8	4.7				
zf-C3HC4_3	PF13920.4	50	S_5sp_contig42478	-	230	7.40E-17	60.8	12				
Prok-RING_4	PF14447.4	46	S_5sp_contig42478	-	230	1.40E-08	34.3	11.8				
zf-RING_2	PF13639.4	44	S_5sp_contig42478	-	230	8.90E-07	28.9	13.9				
zf-P11	PF03854.12	50	S_5sp_contig42478	-	230	0.00039	19.9	8.7				
DUF92	PF01940.14	236	S_5sp_contig42484	-	227	3.20E-44	151	8.1				
Transcrip_reg	PF01709.18	240	S_5sp_contig42486_RC	-	229	3.90E-21	75.4	0.7				
Pkinase_Tyr	PF07714.15	260	S_5sp_contig42487	-	226	1.10E-11	44.4	0				
Pkinase	PF00069.23	264	S_5sp_contig42487	-	226	2.00E-10	40.3	0				
DUF1365	PF07103.9	237	S_5sp_contig42488	-	229	1.90E-16	60.4	0				
CDI	PF02234.17	49	S_5sp_contig42489_RC	-	229	2.00E-17	63	0.2				
Cystatin	PF00031.19	92	S_5sp_contig42496	-	230	0.00037	20.6	0				
Choline_kinase	PF01633.18	213	S_5sp_contig42498_RC	-	228	2.00E-07	30.7	0.2				
Choline_kinase	PF01633.18	213	S_5sp_contig42498_RC	-	228	2.00E-07	30.7	0.2				
FBPase	PF00316.18	189	S_5sp_contig42504	-	229	0.00033	20.1	0				
Bin3	PF06859.10	107	S_5sp_contig42505	-	229	2.30E-10	41	2.2				
Bin3	PF06859.10	107	S_5sp_contig42505	-	229	2.30E-10	41	2.2				
MCM	PF00493.21	331	S_5sp_contig42512	-	229	6.30E-27	94.4	0.1				
MCM	PF00493.21	331	S_5sp_contig42512	-	229	9.10E-09	34.7	0				
Ras	PF00071.20	162	S_5sp_contig42513	-	228	5.20E-26	91.1	1.2				
Roc	PF08477.11	120	S_5sp_contig42513	-	228	0.00043	20.4	0.6				
Roc	PF08477.11	120	S_5sp_contig42513	-	228	0.00043	20.4	0.6				
Na_Ca_ex	PF01699.22	151	S_5sp_contig42515	-	228	3.90E-17	62.5	12				
ASF1_hist_chap	PF04729.11	154	S_5sp_contig42516	-	227	1.20E-35	122.6	0				
Fer2	PF00111.25	78	S_5sp_contig42518	-	229	0.00074	19.3	0				
Chorismate_bind	PF00425.16	258	S_5sp_contig42527_RC	-	226	4.30E-59	200	0				
Pkinase	PF00069.23	264	S_5sp_contig42531_RC	-	229	0.00015	21.1	0				
Pkinase_Tyr	PF07714.15	260	S_5sp_contig42531_RC	-	229	0.00034	19.8	0.4				
Pkinase_Tyr	PF07714.15	260	S_5sp_contig42531_RC	-	229	0.00034	19.8	0.4				
Pkinase	PF00069.23	264	S_5sp_contig42531_RC	-	228	7.00E-39	133.6	0				
Pkinase_Tyr	PF07714.15	260	S_5sp_contig42531_RC	-	228	8.60E-24	84.1	0				
Kinase-like	PF14531.4	288	S_5sp_contig42531_RC	-	228	0.00016	20.9	0				
WD40	PF00400.30	38	S_5sp_contig42532	-	229	2.80E-21	75.3	10.3				
WD40	PF00400.30	38	S_5sp_contig42532	-	229	2.80E-21	75.3	10.3				
WD40	PF00400.30	38	S_5sp_contig42532	-	229	2.80E-21	75.3	10.3				
WD40	PF00400.30	38	S_5sp_contig42532	-	229	2.80E-21	75.3	10.3				
ANAPC4_WD40	PF12894.5	92	S_5sp_contig42532	-	229	8.40E-08	32.3	0.1				
ANAPC4_WD40	PF12894.5	92	S_5sp_contig42532	-	229	8.40E-08	32.3	0.1				
ANAPC4_WD40	PF12894.5	92	S_5sp_contig42532	-	229	8.40E-08	32.3	0.1				
WD40_like	PF17005.3	301	S_5sp_contig42532	-	229	0.00016	21	0.4				
WD40_like	PF17005.3	301	S_5sp_contig42532	-	229	0.00016	21	0.4				
zf-C3HC4_3	PF13920.4	50	S_5sp_contig42534	-	227	6.90E-13	48.1	9.1				
Prok-RING_4	PF14447.4	46	S_5sp_contig42534	-	227	3.80E-05	23.3	11.5				
Mito_carr	PF00153.25	97	S_5sp_contig42536_RC	-	226	5.10E-24	83.9	0.1				
HAUS2	PF15003.4	191	S_5sp_contig42538	-	227	4.20E-43	147.2	0				
Ribul_P_3_epim	PF00834.17	198	S_5sp_contig42541	-	228	1.30E-43	148.6	0				
Pro_isomerase	PF00160.19	159	S_5sp_contig42542_RC	-	227	7.40E-06	26.2	0				
AA_kinase	PF00696.26	241	S_5sp_contig42543_RC	-	228	1.00E-37	129.9	0.3				
Zip	PF02535.20	333	S_5sp_contig42548_RC	-	227	2.00E-07	30.4	0.2				
ABC1	PF03109.14	119	S_5sp_contig42553_RC	-	222	8.00E-16	58.1	0.4				
RIO1	PF01163.20	188	S_5sp_contig42553_RC	-	222	0.00041	19.9	1.7				
RIO1	PF01163.20	188	S_5sp_contig42553_RC	-	222	0.00041	19.9	1.7				
MBOAT	PF03062.17	348	S_5sp_contig42554	-	226	1.20E-09	37.9	1.6				
DSPc	PF00782.18	133	S_5sp_contig42557	-	226	2.90E-35	120.9	0				
Ysc84	PF04366.10	128	S_5sp_contig42559	-	227	1.40E-33	115.2	0.1				
Cellulose_synt	PF03552.12	722	S_5sp_contig42560	-	227	6.10E-09	34.8	0.1				
Peptidase_M41	PF01434.16	211	S_5sp_contig42565_RC	-	225	1.20E-28	100.2	0.2				
SKI	PF01202.20	158	S_5sp_contig42570	-	223	7.60E-06	26	0				
Glycos_transf_3	PF00591.19	253	S_5sp_contig42573_RC	-	224	5.60E-22	78.4	0				
Ndr	PF03096.12	283	S_5sp_contig42574	-	225	1.00E-29	103	0				
ADH_zinc_N_2	PF13602.4	134	S_5sp_contig42576	-	227	2.10E-25	90.2	0				
ADH_zinc_N	PF00107.24	130	S_5sp_contig42576	-	227	1.00E-09	38.3	0				
Autophagy_act_C	PF03987.13	55	S_5sp_contig42578	-	225	5.00E-12	46.1	0.3				
ADH_zinc_N_2	PF13602.4	134	S_5sp_contig42588	-	226	7.00E-09	36.7	0				
Transposase_21	PF02992.12	224	S_5sp_contig42589	-	220	2.00E-16	59.7	1.3				
ADIP	PF11559.6	152	S_5sp_contig42591_RC	-	224	2.00E-07	31.1	4.2				
ADIP	PF11559.6	152	S_5sp_contig42591_RC	-	224	2.00E-07	31.1	4.2				
Cytochrom_C_asm	PF01578.18	214	S_5sp_contig42593	-	225	2.00E-20	73.4	17.9				
NCBP3	PF10309.7	59	S_5sp_contig42600	-	225	0.00032	20.4	0				
Ribosomal_S14	PF00253.19	54	S_5sp_contig42603	-	224	2.10E-15	56.1	2.2				
CCT	PF06203.12	44	S_5sp_contig42606	-	224	2.50E-17	62.5	15.6				
fn3_3	PF14686.4	75	S_5sp_contig42608	-	223	1.00E-07	31.5	0.1				
CBM-like	PF14683.4	169	S_5sp_contig42608	-	223	2.30E-41	141.3	0.2				
fn3_3	PF14686.4	75	S_5sp_contig42608	-	223	8.20E-09	35	0				
Tub	PF01167.16	218	S_5sp_contig42612	-	224	7.10E-46	156.5	0				
Transketolase_C	PF02780.18	124	S_5sp_contig42613	-	224	4.00E-36	123.5	0				
AMP-binding	PF00501.26	423	S_5sp_contig42616_RC	-	226	1.50E-22	79.6	0.1				
DUF872	PF05915.10	115	S_5sp_contig42617	-	225	6.10E-27	94	0.1				
Bac_surface_Ag	PF01103.21	324	S_5sp_contig42618	-	225	6.30E-18	65.2	1				
DUF760	PF05542.9	84	S_5sp_contig42619	-	224	7.20E-19	67.8	0.2				
tRNA_bind	PF01588.18	96	S_5sp_contig42622	-	224	6.00E-21	74.2	0				
zf-RING_2	PF13639.4	44	S_5sp_contig42632_RC	-	224	6.30E-11	42.2	6.9				
zf-rbx1	PF12678.5	55	S_5sp_contig42632_RC	-	224	3.20E-09	36.8	5.4				
zf-C3HC4_2	PF13923.4	40	S_5sp_contig42632_RC	-	224	1.00E-08	34.7	7.9				
zf-C3HC4	PF00097.23	41	S_5sp_contig42632_RC	-	224	8.80E-07	28.6	7.3				
zf-RING_UBOX	PF13445.4	38	S_5sp_contig42632_RC	-	224	1.10E-05	25.2	2.9				
zf-RING_UBOX	PF13445.4	38	S_5sp_contig42632_RC	-	224	1.10E-05	25.2	2.9				
zf-ANAPC11	PF12861.5	85	S_5sp_contig42632_RC	-	224	5.30E-05	23.1	2				
zf-C3HC4_3	PF13920.4	50	S_5sp_contig42632_RC	-	224	7.20E-05	22.4	4.8				
zf-RING_5	PF14634.4	44	S_5sp_contig42632_RC	-	224	0.00018	21.3	3.6				
zf-RING_11	PF17123.3	29	S_5sp_contig42632_RC	-	224	0.00019	21	1.7				
zf-RING_11	PF17123.3	29	S_5sp_contig42632_RC	-	224	0.00019	21	1.7				
Rad50_zn_hook	PF04423.12	52	S_5sp_contig42632_RC	-	224	0.00049	19.7	0.3				
Rad50_zn_hook	PF04423.12	52	S_5sp_contig42632_RC	-	224	0.00049	19.7	0.3				
MutS_IV	PF05190.16	92	S_5sp_contig42635_RC	-	224	4.20E-08	33.3	0				
GST_C	PF00043.23	93	S_5sp_contig42637_RC	-	223	3.30E-10	39.9	0				
GST_C_2	PF13410.4	70	S_5sp_contig42637_RC	-	223	8.90E-06	25.4	0				
GST_C_3	PF14497.4	99	S_5sp_contig42637_RC	-	223	1.40E-05	25	0				
Peptidase_C48	PF02902.17	216	S_5sp_contig42638	-	223	0.00032	20.5	0.1				
Hydrolase_like	PF13242.4	75	S_5sp_contig42639	-	222	2.20E-10	40.3	0				
HAD_2	PF13419.4	178	S_5sp_contig42639	-	222	1.80E-07	31.3	0				
Hydrolase	PF00702.24	210	S_5sp_contig42639	-	222	0.00082	19.6	0				
Metallophos	PF00149.26	204	S_5sp_contig42648_RC	-	221	2.80E-06	27.8	1				
Zip	PF02535.20	333	S_5sp_contig42650	-	223	3.60E-41	141.4	10.1				
PsbP	PF01789.14	156	S_5sp_contig42656_RC	-	223	3.60E-46	157	0.1				
LINES_C	PF14695.4	37	S_5sp_contig42657_RC	-	222	9.70E-15	53.6	0.1				
LINES_C	PF14695.4	37	S_5sp_contig42657_RC	-	222	9.70E-15	53.6	0.1				
DNA_pol_delta_4	PF04081.11	131	S_5sp_contig42661	-	223	2.00E-17	63.6	0				
zf-C3HC4_3	PF13920.4	50	S_5sp_contig42665	-	220	1.20E-10	41	18.1				
zf-C3HC4_3	PF13920.4	50	S_5sp_contig42665	-	220	1.20E-10	41	18.1				
zf-C3HC4_4	PF15227.4	42	S_5sp_contig42665	-	220	1.40E-10	41	23.6				
zf-C3HC4_4	PF15227.4	42	S_5sp_contig42665	-	220	1.40E-10	41	23.6				
zf-C3HC4_2	PF13923.4	40	S_5sp_contig42665	-	220	1.00E-07	31.5	29.4				
zf-C3HC4_2	PF13923.4	40	S_5sp_contig42665	-	220	1.00E-07	31.5	29.4				
zf-C3HC4_2	PF13923.4	40	S_5sp_contig42665	-	220	1.00E-07	31.5	29.4				
zf-C3HC4	PF00097.23	41	S_5sp_contig42665	-	220	1.70E-05	24.4	24				
zf-C3HC4	PF00097.23	41	S_5sp_contig42665	-	220	1.70E-05	24.4	24				
zf-C3HC4	PF00097.23	41	S_5sp_contig42665	-	220	1.70E-05	24.4	24				
zf-RING_2	PF13639.4	44	S_5sp_contig42665	-	220	0.00046	20.3	25.9				
zf-RING_2	PF13639.4	44	S_5sp_contig42665	-	220	0.00046	20.3	25.9				
zf-RING_2	PF13639.4	44	S_5sp_contig42665	-	220	0.00046	20.3	25.9				
DUF2360	PF10152.7	155	S_5sp_contig42666	-	223	1.40E-14	54.7	0				
Med6	PF04934.12	134	S_5sp_contig42671	-	223	2.60E-17	62.7	0.1				
MatE	PF01554.16	161	S_5sp_contig42673_RC	-	223	1.70E-19	69.9	5.7				
MatE	PF01554.16	161	S_5sp_contig42673_RC	-	223	1.70E-19	69.9	5.7				
FBD	PF08387.8	46	S_5sp_contig42677	-	224	3.80E-08	32.9	0.1				
PPR_2	PF13041.4	50	S_5sp_contig42680_RC	-	222	2.20E-21	75.6	1.6				
PPR_2	PF13041.4	50	S_5sp_contig42680_RC	-	222	2.20E-21	75.6	1.6				
PPR_2	PF13041.4	50	S_5sp_contig42680_RC	-	222	2.20E-21	75.6	1.6				
PPR_3	PF13812.4	63	S_5sp_contig42680_RC	-	222	1.50E-13	50.5	0.4				
PPR_3	PF13812.4	63	S_5sp_contig42680_RC	-	222	1.50E-13	50.5	0.4				
PPR	PF01535.18	31	S_5sp_contig42680_RC	-	222	1.10E-10	40.9	0.4				
PPR	PF01535.18	31	S_5sp_contig42680_RC	-	222	1.10E-10	40.9	0.4				
PPR	PF01535.18	31	S_5sp_contig42680_RC	-	222	1.10E-10	40.9	0.4				
PPR	PF01535.18	31	S_5sp_contig42680_RC	-	222	1.10E-10	40.9	0.4				
PPR_1	PF12854.5	34	S_5sp_contig42680_RC	-	222	9.40E-08	31.5	0				
PPR_1	PF12854.5	34	S_5sp_contig42680_RC	-	222	9.40E-08	31.5	0				
PPR_long	PF17177.2	212	S_5sp_contig42680_RC	-	222	8.50E-06	25.1	0				
PPR_long	PF17177.2	212	S_5sp_contig42680_RC	-	222	8.50E-06	25.1	0				
p450	PF00067.20	463	S_5sp_contig42681	-	223	4.40E-24	84.9	0				
SH3_9	PF14604.4	49	S_5sp_contig42685_RC	-	222	1.80E-10	40.3	0.1				
SH3_2	PF07653.15	55	S_5sp_contig42685_RC	-	222	2.80E-09	36.4	0				
SH3_1	PF00018.26	48	S_5sp_contig42685_RC	-	222	1.10E-08	34.4	0				
Pkinase	PF00069.23	264	S_5sp_contig42687	-	221	4.90E-11	42.4	0				
Pkinase_Tyr	PF07714.15	260	S_5sp_contig42687	-	221	4.80E-10	39	0				
